_id,RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,EXTERIOR GROUNDS,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,POOLS,OTHER AMENITIES,PARKING AREAS,ELEVATOR MAINTENANCE,INTERIOR HALLWAY FLOORS,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y,BUILDING SCORE CATEGORY
3141,4153991,2017,1950,2025,PRIVATE,Toronto-St. Paul's,115 EGLINTON AVE W,3,18,2025-09-16,59,60,-1,37,1,2,-1,1,1,2,1,1,3,1,-1,1,1,-1,-1,-1,-1,3,-1,3,1,2,2,1,3,1,3,2,1,1,1,1,3,S1227,43,-79,312668,4840419,Fair
3142,4153991,2017,1950,2023,PRIVATE,Toronto-St. Paul's,115 EGLINTON AVE W,3,18,2023-10-16,80,80,0,38,2,2,-1,3,2,1,3,2,3,2,-1,2,3,-1,-1,-1,-1,2,3,3,2,2,2,3,3,2,3,2,1,3,1,1,3,S1227,43,-79,312668,4840419,Good
3143,4153990,2017,1950,2024,PRIVATE,Toronto-St. Paul's,119 EGLINTON AVE W,3,18,2024-09-20,77,78,-1,34,3,-1,-1,2,3,2,3,2,2,2,-1,2,1,-1,-1,-1,-1,2,-1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,S1227,43,-79,312650,4840414,Good
3144,4153993,2017,1920,2023,PRIVATE,Toronto-St. Paul's,137 EGLINTON AVE W,3,18,2023-09-14,84,84,0,35,2,2,-1,3,3,2,3,3,2,2,-1,3,3,-1,-1,-1,-1,3,-1,3,2,2,1,3,3,2,3,3,3,3,1,3,3,S1227,43,-79,312577,4840393,Good
3145,4153993,2017,1920,2025,PRIVATE,Toronto-St. Paul's,137 EGLINTON AVE W,3,18,2025-07-30,89,89,0,33,-1,3,-1,1,3,3,3,3,3,3,-1,3,3,-1,-1,-1,-1,3,-1,2,3,1,3,1,3,3,3,3,3,3,3,3,3,S1227,43,-79,312577,4840393,Good
3146,4154001,2017,1955,2025,PRIVATE,Toronto-St. Paul's,211 EGLINTON AVE W,3,31,2025-08-27,81,81,0,35,3,3,-1,1,3,3,3,1,3,3,-1,3,3,-1,-1,3,-1,1,-1,3,3,3,1,1,3,3,3,3,1,1,1,1,3,S1227,43,-79,312417,4840347,Good
3147,4154001,2017,1955,2023,PRIVATE,Toronto-St. Paul's,211 EGLINTON AVE W,3,31,2023-10-13,93,93,0,36,3,2,-1,3,2,3,3,3,3,3,-1,-1,3,-1,-1,3,-1,3,3,3,3,3,2,1,3,3,3,3,3,3,2,3,3,S1227,43,-79,312417,4840347,Excellent
3148,4153951,2017,1957,2023,PRIVATE,Eglinton-Lawrence,564 EGLINTON AVE W,5,25,2023-08-21,82,82,0,39,3,3,-1,2,2,3,3,3,2,2,-1,2,2,-1,-1,-1,3,3,2,3,3,3,3,3,3,3,3,0,3,0,0,0,3,N0833,43,-79,311495,4840136,Good
3149,4153951,2017,1957,2025,PRIVATE,Eglinton-Lawrence,564 EGLINTON AVE W,5,25,2025-06-27,87,87,0,40,0,3,3,3,2,3,3,3, 3,2,-1,3,3,-1, N/A,0, 3,3,-1,2,3,2,3,1,3,3,3,3,3,3,3,3,3,N0833,43,-79,311495,4840136,Good
3150,4153950,2017,1960,2023,PRIVATE,Eglinton-Lawrence,570 EGLINTON AVE W,3,11,2023-10-20,82,82,0,40,3,1,2,3,3,3,3,3,2,2,-1,3,2,-1,-1,3,3,3,3,3,2,2,3,1,3,3,3,1,1,3,1,3,2,N0833,43,-79,311481,4840131,Good
3151,4153950,2017,1960,2025,PRIVATE,Eglinton-Lawrence,570 EGLINTON AVE W,3,11,2025-06-27,91,91,0,41,3,3,3,3,3,2,3,3,3,3,-1,3,2,-1,-1,2,3,3,3,2,3,1,3,3,3,2,3,3,3,3,2,3,3,N0833,43,-79,311481,4840131,Excellent
3152,4153952,2017,1968,2024,PRIVATE,Eglinton-Lawrence,600 EGLINTON AVE W,6,60,2024-08-07,80,80,0,38,3,2,2,2,3,2,3,3,2,3,-1,3,2,-1,-1,2,3,2,-1,-1,2,2,3,1,3,3,3,2,3,3,1,1,3,N0833,43,-79,311375,4840099,Good
3153,4153953,2017,1961,2024,PRIVATE,Eglinton-Lawrence,650 EGLINTON AVE W,8,102,2024-08-27,89,89,0,42,3,1,2,2,-1,3,3,3,3,3,3,3,2,-1,-1,3,3,3,3,-1,2,2,3,1,3,3,3,3,3,3,3,3,3,N0832,43,-79,311295,4840077,Good
3154,4153943,2018,1950,2024,PRIVATE,Toronto-St. Paul's,697 EGLINTON AVE W,4,33,2024-06-27,84,84,0,42,3,3,3,2,-1,2,3,3,3,2,3,3,2,-1,3,2,-1,2,-1,2,2,2,3,3,3,2,2,3,3,3,2,3,3,S1225,43,-79,311209,4839986,Good
3155,4296586,2018,1950,2023,PRIVATE,Toronto-St. Paul's,699 EGLINTON AVE W,4,27,2023-10-03,89,89,0,39,3,2,-1,3,-1,3,3,3,3,1,2,3,3,-1,-1,2,-1,1,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,S1225,43,-79,311187,4839991,Good
3156,4296586,2018,1950,2025,PRIVATE,Toronto-St. Paul's,699 EGLINTON AVE W,4,27,2025-07-30,94,94,0,40,3,3,3,3,3,3,3,3,3,1,-1,3,3,-1,-1,1,-1,1,-1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,S1225,43,-79,311187,4839991,Excellent
3157,4296588,2018,1950,2024,PRIVATE,Toronto-St. Paul's,701 EGLINTON AVE W,4,32,2024-06-27,88,88,0,42,3,3,3,3,-1,2,3,3,3,2,3,3,2,-1,3,2,-1,2,-1,3,2,3,3,3,3,3,3,3,3,3,1,3,3,S1225,43,-79,311172,4839988,Good
3158,4153945,2017,1950,2024,PRIVATE,Toronto-St. Paul's,725 EGLINTON AVE W,3,31,2024-07-10,90,90,0,41,2,2,3,1,3,3,3,3,3,3,-1,3,3,-1,-1,2,-1,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,S1225,43,-79,311054,4839946,Good
3159,4153946,2017,1930,2025,PRIVATE,Toronto-St. Paul's,779 EGLINTON AVE W,3,17,2025-07-29,82,83,-1,37,3,3,-1,3,3,3,3,1,3,3,-1,3,3,-1,-1,1,-1,3,3,2,3,1,3,1,3,3,3,1,1,3,1,3,1,S1225,43,-79,310901,4839896,Good
3160,4153946,2017,1930,2023,PRIVATE,Toronto-St. Paul's,779 EGLINTON AVE W,3,17,2023-10-03,84,84,0,37,3,2,-1,3,3,3,1,1,2,2,-1,3,3,-1,-1,2,-1,2,3,3,3,2,3,3,3,3,3,1,1,3,3,3,1,S1225,43,-79,310901,4839896,Good
3161,4153961,2017,1952,2023,PRIVATE,Eglinton-Lawrence,780 EGLINTON AVE W,7,87,2023-10-16,95,95,0,42,3,2,3,2,2,3,3,3,3,3,-1,3,3,-1,-1,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,N0832,43,-79,311014,4840003,Excellent
3162,4153183,2018,1919,2023,PRIVATE,University-Rosedale,38 BARTON AVE,4,18,2023-08-11,72,72,0,37,1,1,-1,3,1,3,3,3,3,1,-1,3,1,-1,-1,3,-1,3,-1,3,1,3,1,1,1,2,3,3,1,1,1,1,1,S1125,43,-79,311727,4836239,Good
3163,4153183,2018,1919,2025,PRIVATE,University-Rosedale,38 BARTON AVE,4,18,2025-10-03,75,76,-1,37,1,1,-1,1,2,2,3,3,3,1,-1,2,3,-1,-1,2,-1,1,-1,3,1,3,3,3,1,1,3,3,1,3,3,1,1,S1125,43,-79,311727,4836239,Good
3164,4153184,2017,1929,2024,PRIVATE,University-Rosedale,42 BARTON AVE,4,24,2024-09-11,94,94,0,38,3,1,-1,3,-1,3,3,3,3,3,3,3,3,-1,-1,2,-1,3,-1,3,3,3,3,2,2,3,3,3,3,3,3,3,3,S1125,43,-79,311709,4836227,Excellent
3165,4155254,2017,1956,2023,PRIVATE,Etobicoke-Lakeshore,2 BASKING RIDGE,4,24,2023-09-22,81,81,0,40,3,2,3,2,2,2,3,1,2,2,-1,3,3,-1,-1,2,-1,2,3,3,3,3,3,3,3,2,2,3,1,1,1,1,3,W0327,43,-79,305305,4832863,Good
3166,4155254,2017,1956,2025,PRIVATE,Etobicoke-Lakeshore,2 BASKING RIDGE,4,24,2025-11-25,95,95,0,40,3,3,3,3,3,3,3,3,3,3,-1,3,2,-1,-1,1,-1,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,W0327,43,-79,305305,4832863,Excellent
3167,4154110,2018,1927,2024,PRIVATE,Toronto-Danforth,12 BATER AVE,4,50,2024-09-05,97,97,0,41,2,3,3,3,3,3,3,2,3,3,-1,3,3,-1,-1,3,-1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1421,43,-79,316488,4838356,Excellent
3168,4154108,2017,1960,2023,PRIVATE,Toronto-Danforth,15 BATER AVE,3,34,2023-08-16,78,78,0,39,3,2,-1,3,3,1,3,3,3,3,-1,2,3,-1,-1,1,-1,2,3,3,2,2,3,3,3,1,3,1,3,0,0,0,0,S1421,43,-79,316484,4838319,Good
3169,4154108,2017,1960,2025,PRIVATE,Toronto-Danforth,15 BATER AVE,3,34,2025-11-28,92,92,0,38,3,3,3,3,2,3,3,3,3,3,-1,3,2,-1,-1,-1,-1,3,3,3,2,2,3,3,3,3,3,3,1,3,1,2,2,S1421,43,-79,316484,4838319,Excellent
3170,5046735,1900,1918,2023,PRIVATE,Spadina-Fort York,165 BATHURST ST,6,47,2023-11-13,76,76,0,35,3,2,-1,2,3,3,3,2,3,3,-1,-1,2,-1,-1,-1,3,3,-1,3,3,2,3,1,3,3,3,0,0,0,0,0,0,S1029,43,-79,312555,4833868,Good
3171,5046735,1900,1918,2025,PRIVATE,Spadina-Fort York,165 BATHURST ST,6,47,2025-07-29,79,80,-1,38,3,1,-1,3,-1,3,3,3,2,3,1,3,2,-1,-1,-1,3,3,3,3,1,1,3,1,1,3,3,1,3,3,1,1,3,S1029,43,-79,312555,4833868,Good
3172,5627935,2025,1947,2025,PRIVATE,University-Rosedale,686 BATHURST ST,4,24,2025-12-04,93,93,0,37,3,3,3,3,-1,3,3,3,3,3,3,3,3,-1,-1,-1,-1,3,2,3,2,3,3,3,1,3,3,1,2,3,2,3,3,S1133,43,-79,312011,4835580,Excellent
3173,5564604,2025,2024,2025,PRIVATE,University-Rosedale,748 BATHURST ST,12,95,2025-09-29,100,100,0,40,-1,3,3,3,-1,3,3,3,3,-1,-1,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,S1133,-1,-1,311959,4835798,Excellent
3174,5367998,2023,1930,2024,PRIVATE,University-Rosedale,922 BATHURST ST,3,18,2024-09-06,83,83,0,39,3,1,-1,3,3,2,3,0,3,3,-1,1,3,-1,3,3,-1,3,3,3,1,1,3,3,3,3,3,0,3,3,3,3,3,S1125,43,-79,311802,4836318,Good
3175,4288751,2023,1918,2025,PRIVATE,Toronto-St. Paul's,1383 BATHURST ST,3,30,2025-07-25,69,70,-1,35,1,2,-1,1,3,1,1,3,2,2,-1,2,1,-1,-1,-1,-1,1,-1,-1,3,1,3,1,1,2,3,3,3,3,1,3,3,S1236,43,-79,311477,4837642,Fair
3176,4288751,2023,1918,2023,PRIVATE,Toronto-St. Paul's,1383 BATHURST ST,3,30,2023-10-17,90,90,0,39,2,2,-1,3,2,2,3,2,3,3,-1,2,2,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,S1236,43,-79,311477,4837642,Good
3177,4153345,2017,1993,2023,TCHC,Toronto-St. Paul's,1400 BATHURST ST,5,113,2023-06-26,92,92,0,45,3,3,3,3,3,3,3,3,3,3,-1,3,3,-1,3,3,3,3,3,3,2,2,3,3,3,1,3,3,3,2,3,2,3,S1235,43,-79,311390,4837635,Excellent
3178,4153345,2017,1993,2025,TCHC,Toronto-St. Paul's,1400 BATHURST ST,5,113,2025-08-26,98,99,-1,46,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1235,43,-79,311390,4837635,Excellent
3179,4153343,2017,1916,2025,SOCIAL HOUSING,Toronto-St. Paul's,1435 BATHURST ST,4,15,2025-07-28,75,76,-1,39,2,2,1,1,2,3,3,3,3,1,-1,3,3,-1,-1,-1,-1,2,3,2,3,1,3,1,1,2,3,2,3,1,1,1,3,S1236,43,-79,311422,4837829,Good
3180,4153343,2017,1916,2023,SOCIAL HOUSING,Toronto-St. Paul's,1435 BATHURST ST,4,15,2023-10-23,79,79,0,38,2,2,-1,2,2,2,3,3,3,1,-1,3,3,-1,-1,-1,-1,1,-1,2,2,2,3,3,2,1,3,2,3,3,3,3,3,S1236,43,-79,311422,4837829,Good
3181,4154955,2017,1965,2024,PRIVATE,Toronto-St. Paul's,1500 BATHURST ST,14,119,2024-07-30,96,96,0,41,3,3,3,3,3,-1,3,3,3,3,-1,3,3,3,-1,-1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,S1229,43,-79,311309,4838018,Excellent
3182,4154954,2017,1933,2023,PRIVATE,Toronto-St. Paul's,1510 BATHURST ST,4,24,2023-07-06,83,83,0,39,2,2,-1,3,2,2,3,3,2,2,-1,3,2,-1,-1,2,-1,2,-1,3,2,2,2,3,2,2,3,3,1,3,3,2,3,S1229,43,-79,311298,4838068,Good
3183,4154954,2017,1933,2025,PRIVATE,Toronto-St. Paul's,1510 BATHURST ST,4,24,2025-08-08,86,86,0,37,3,3,-1,3,3,3,3,3,3,1,-1,3,3,-1,-1,1,-1,1,-1,3,1,1,2,3,3,2,3,3,3,3,3,3,3,S1229,43,-79,311298,4838068,Good
3184,4154953,2017,1959,2025,PRIVATE,Toronto-St. Paul's,1516 BATHURST ST,6,42,2025-07-28,85,85,0,41,3,1,1,3,2,3,3,3,3,3,-1,3,3,-1,-1,1,3,3,3,3,1,2,3,1,3,3,3,3,1,3,1,3,3,S1229,43,-79,311289,4838092,Good
3185,4154953,2017,1959,2023,PRIVATE,Toronto-St. Paul's,1516 BATHURST ST,6,42,2023-09-28,93,93,0,38,3,2,-1,3,3,2,3,3,3,2,-1,3,3,-1,-1,-1,-1,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1229,43,-79,311289,4838092,Excellent
3186,4154952,2017,1932,2023,PRIVATE,Toronto-St. Paul's,1520 BATHURST ST,4,24,2023-09-01,92,92,0,34,3,1,-1,3,3,2,3,3,3,2,-1,3,3,-1,-1,-1,-1,2,-1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1229,43,-79,311277,4838115,Excellent
3187,4154952,2017,1932,2025,PRIVATE,Toronto-St. Paul's,1520 BATHURST ST,4,24,2025-10-02,93,93,0,38,3,3,3,3,3,3,3,3,3,2,-1,3,3,-1,-1,-1,-1,3,-1,3,2,2,1,3,3,3,3,3,3,3,3,3,3,S1229,43,-79,311277,4838115,Excellent
3188,4154951,2017,1932,2023,PRIVATE,Toronto-St. Paul's,1524 BATHURST ST,4,24,2023-07-17,84,84,0,35,2,2,-1,3,3,2,2,3,3,2,-1,3,3,-1,-1,-1,-1,2,-1,3,2,2,2,2,3,3,3,2,3,3,3,3,3,S1229,43,-79,311273,4838130,Good
3189,5494668,2024,2023,2025,PRIVATE,Don Valley West,36 BRENTCLIFFE RD,18,262,2025-11-07,100,100,0,46,3,3,3,3,3,3,3,3,3,-1,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1532,-1,-1,316077,4841328,Excellent
3190,4156319,2017,1979,2025,PRIVATE,Scarborough-Rouge Park,250 BRENYON WAY,21,208,2025-10-25,92,92,0,46,2,3,3,3,3,2,3,3,3,2,-1,3,2,-1,3,2,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,E2524,-1,-1,327869,4851587,Excellent
3191,4156319,2017,1979,2023,PRIVATE,Scarborough-Rouge Park,250 BRENYON WAY,21,208,2023-06-22,95,95,0,45,3,3,3,3,2,3,3,3,3,2,-1,3,3,-1,-1,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,E2524,-1,-1,327869,4851587,Excellent
3192,4153984,2017,1956,2023,PRIVATE,Eglinton-Lawrence,650 BRIAR HILL AVE,9,85,2023-08-09,85,85,0,41,3,1,1,2,-1,3,3,3,3,2,3,3,3,-1,-1,2,3,2,2,-1,3,2,3,3,3,3,3,3,3,3,3,3,3,N0833,43,-79,310703,4840712,Good
3193,4153984,2017,1956,2025,PRIVATE,Eglinton-Lawrence,650 BRIAR HILL AVE,9,85,2025-11-25,96,96,0,45,3,2,3,3,-1,3,3,1,3,3,3,3,3,-1,-1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0833,43,-79,310703,4840712,Excellent
3194,4153972,2017,1967,2024,PRIVATE,Eglinton-Lawrence,655 BRIAR HILL AVE,4,36,2024-08-22,86,86,0,41,3,2,2,2,2,2,3,3,3,2,-1,3,2,-1,-1,2,3,3,-1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,N0832,43,-79,310635,4840626,Good
3195,4153970,2017,1974,2025,PRIVATE,Eglinton-Lawrence,660 BRIAR HILL AVE,8,76,2025-11-25,91,91,0,42,3,2,-1,3,-1,2,3,3,2,3,3,2,2,-1,-1,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0832,43,-79,310621,4840684,Excellent
3196,4153970,2017,1974,2023,PRIVATE,Eglinton-Lawrence,660 BRIAR HILL AVE,8,76,2023-08-10,91,91,0,46,3,2,-1,3,1,1,3,3,3,3,2,3,3,-1,-1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0832,43,-79,310621,4840684,Excellent
3197,4155061,2017,1960,2023,PRIVATE,Eglinton-Lawrence,851 BRIAR HILL AVE,3,10,2023-07-06,75,75,0,41,3,2,3,2,2,2,3,3,2,0,-1,3,2,-1,-1,2,-1,2,3,3,3,3,3,3,3,1,3,0,0,0,0,0,0,N0831,43,-79,309432,4840277,Good
3198,4155061,2017,1960,2025,PRIVATE,Eglinton-Lawrence,851 BRIAR HILL AVE,3,10,2025-11-26,81,81,0,39,3,2,3,2,3,2,3,1,3,3,-1,3,3,-1,-1,2,-1,3,-1,3,3,3,3,1,3,3,3,1,1,1,1,1,1,N0831,43,-79,309432,4840277,Good
3199,4155416,2017,1965,2024,PRIVATE,Etobicoke North,15 BRIDESBURG DR,5,62,2024-09-06,90,90,0,42,2,1,3,2,1,3,3,3,3,3,-1,3,3,-1,-1,3,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,W0133,43,-79,299903,4839276,Good
3200,4155415,2017,1965,2024,PRIVATE,Etobicoke North,25 BRIDESBURG DR,5,62,2024-09-11,88,88,0,42,3,1,3,2,2,2,3,3,3,2,-1,3,2,-1,-1,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,W0133,43,-79,299777,4839291,Good
3201,4155414,2017,1965,2023,PRIVATE,Etobicoke North,55 BRIDESBURG DR,5,61,2023-08-08,92,92,0,40,2,2,3,3,3,3,3,3,3,3,-1,3,3,-1,-1,2,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,W0133,43,-79,299669,4839180,Excellent
3202,4155414,2017,1965,2025,PRIVATE,Etobicoke North,55 BRIDESBURG DR,5,61,2025-07-17,99,99,0,41,3,3,3,3,3,3,3,3,3,3,-1,3,3,-1,-1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0133,43,-79,299669,4839180,Excellent
3203,4152864,2017,1974,2024,PRIVATE,Scarborough-Agincourt,10 BRIDLETOWNE CRCL,14,175,2024-10-01,89,89,0,47,3,2,2,3,3,3,3,3,2,3,3,3,2,3,3,2,3,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,E2225,43,-79,319420,4850415,Good
3204,4152775,2017,1961,2023,PRIVATE,Scarborough Southwest,1 BRIMLEY RD,6,58,2023-09-19,86,86,0,41,3,2,2,2,2,3,3,3,2,2,-1,2,2,-1,-1,3,3,3,3,3,2,2,3,3,3,3,3,1,3,3,1,3,3,E2026,43,-79,325699,4841978,Good
3205,4152775,2017,1961,2025,PRIVATE,Scarborough Southwest,1 BRIMLEY RD,6,58,2025-10-31,91,91,0,41,3,1,2,1,3,3,3,3,3,3,-1,3,3,-1,-1,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,1,3,3,E2026,43,-79,325699,4841978,Excellent
3206,4152777,2017,1979,2023,TCHC,Scarborough Southwest,17 BRIMLEY RD,11,330,2023-07-27,94,94,0,45,3,2,3,2,3,3,3,3,3,-1,3,3,3,-1,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,3,E2026,43,-79,325805,4842089,Excellent
3207,4152777,2017,1979,2025,TCHC,Scarborough Southwest,17 BRIMLEY RD,11,330,2025-07-07,96,96,0,47,3,3,3,2,3,3,3,3,3,3,-1,3,3,-1,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,E2026,43,-79,325805,4842089,Excellent
3208,4152740,2017,1965,2024,PRIVATE,Scarborough-Guildwood,555 BRIMORTON DR,15,180,2024-09-11,93,93,0,42,3,3,3,3,2,3,3,3,3,2,-1,-1,3,-1,3,2,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,E2425,43,-79,326407,4847915,Excellent
3209,4154472,2017,1969,2023,PRIVATE,Humber River-Black Creek,20 BROADOAKS DR,9,177,2023-09-18,78,78,0,46,2,1,2,2,2,2,3,3,2,2,2,3,2,-1,-1,2,3,2,2,2,2,2,3,3,2,2,3,2,3,3,2,3,2,W0731,43,-79,305515,4846193,Good
3210,4154472,2017,1969,2025,PRIVATE,Humber River-Black Creek,20 BROADOAKS DR,9,177,2025-10-22,75,75,0,44,2,1,1,3,1,1,3,3,3,3,-1,3,1,-1,-1,1,3,1,1,3,1,1,2,3,3,3,3,3,3,3,3,3,3,W0731,43,-79,305515,4846193,Good
3211,4154462,2017,1973,2024,PRIVATE,Humber River-Black Creek,25 BROADOAKS DR,9,92,2024-08-07,92,93,-1,43,2,2,3,3,2,2,3,3,3,3,-1,3,3,-1,-1,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,W0731,43,-79,305508,4846106,Excellent
3212,4153577,2017,1992,2024,SOCIAL HOUSING,Toronto-Danforth,179 BROADVIEW AVE,4,41,2024-06-25,81,81,0,41,3,1,-1,2,3,2,3,3,3,3,-1,2,2,-1,-1,2,3,1,1,3,2,3,3,3,2,2,3,2,3,3,1,3,3,S1434,43,-79,316863,4835472,Good
3213,5361399,2023,1920,2024,PRIVATE,Toronto-Danforth,425 BROADVIEW AVE,3,11,2024-06-06,81,81,0,38,3,2,3,2,2,3,3,3,3,2,-1,3,2,-1,-1,2,-1,3,-1,3,3,2,3,1,3,2,3,1,1,1,1,1,2,S1433,43,-79,316649,4836101,Good
3214,4153604,2017,1929,2024,PRIVATE,Toronto-Danforth,569 BROADVIEW AVE,4,48,2024-06-26,94,94,0,39,3,3,-1,3,-1,3,3,1,3,3,2,3,3,-1,3,3,-1,3,-1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1428,43,-79,316472,4836734,Excellent
3215,5365973,2023,1922,2024,PRIVATE,Toronto-Danforth,646 BROADVIEW AVE,3,13,2024-06-24,90,90,0,34,3,2,3,2,3,2,3,3,3,3,-1,3,3,-1,-1,3,-1,2,-1,3,2,-1,3,-1,3,3,3,2,3,3,3,3,2,S1428,43,-79,316347,4836837,Good
3216,4153609,2017,1910,2024,PRIVATE,Toronto-Danforth,648 BROADVIEW AVE,3,10,2024-09-03,83,83,0,36,3,2,3,3,3,3,3,1,3,2,-1,3,3,-1,-1,3,-1,3,-1,3,3,3,3,3,3,3,3,1,0,0,0,0,0,S1428,43,-79,316335,4836844,Good
3217,4155594,2017,1968,2024,TCHC,University-Rosedale,250 DAVENPORT RD,25,460,2024-08-21,90,90,0,47,3,3,3,3,3,3,3,3,3,2,2,3,3,-1,2,2,3,2,3,2,2,2,3,3,3,2,3,2,3,3,3,3,3,S1127,-1,-1,312988,4836993,Good
3218,4156719,2017,1900,2024,PRIVATE,University-Rosedale,359 DAVENPORT RD,4,17,2024-08-14,82,82,0,38,1,1,-1,1,3,1,3,3,3,3,-1,3,3,-1,-1,-1,-1,3,3,3,2,3,3,1,2,3,3,3,0,3,3,3,0,S1127,43,-79,312666,4837037,Good
3219,4153339,2017,1967,2024,PRIVATE,Toronto-St. Paul's,640 DAVENPORT RD,5,25,2024-07-15,97,97,0,42,3,3,3,3,-1,2,3,3,3,3,3,3,3,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1236,43,-79,311763,4837235,Excellent
3220,5361264,2023,1928,2024,PRIVATE,Toronto-St. Paul's,858 DAVENPORT RD,3,10,2024-07-16,89,89,0,39,2,1,-1,3,3,1,3,3,3,3,-1,3,3,-1,-1,-1,-1,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,S1235,43,-79,311136,4837146,Good
3221,4153337,2017,1992,2023,SOCIAL HOUSING,Toronto-St. Paul's,1060 DAVENPORT RD,4,10,2023-09-11,80,80,0,39,2,2,-1,1,2,2,3,3,3,2,-1,3,3,-1,-1,-1,-1,1,2,3,2,3,2,3,2,1,3,2,1,3,1,3,1,S1234,43,-79,310501,4836994,Good
3222,4153337,2017,1992,2025,SOCIAL HOUSING,Toronto-St. Paul's,1060 DAVENPORT RD,4,10,2025-11-06,82,82,0,39,2,2,-1,1,2,2,3,3,3,3,-1,3,2,-1,-1,-1,-1,3,2,2,1,3,3,3,1,3,3,3,3,3,3,3,3,S1234,43,-79,310501,4836994,Good
3223,4153107,2017,1978,2024,TCHC,Davenport,1884 DAVENPORT RD,9,186,2024-09-16,88,88,0,42,3,2,2,2,3,2,3,3,2,3,3,3,2,-1,-1,1,3,2,3,-1,2,2,3,3,3,3,3,3,3,3,3,3,3,S0926,43,-79,308498,4836548,Good
3224,4153766,1900,1956,2024,PRIVATE,Toronto-St. Paul's,25 DAVISVILLE AVE,4,14,2024-09-26,84,84,0,38,3,2,-1,3,2,2,3,1,3,2,-1,3,3,-1,-1,3,-1,3,-1,3,3,2,3,3,3,3,3,1,2,1,2,1,1,S1233,43,-79,313200,4839596,Good
3225,4153767,2017,1973,2023,PRIVATE,Toronto-St. Paul's,33 DAVISVILLE AVE,21,266,2023-06-20,99,99,0,45,3,3,3,3,3,3,3,3,2,3,-1,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1233,43,-79,313253,4839609,Excellent
